# Source: Chimney.Services — cite as https://www.chimney.services/licensing
state,category_slug,credential_required,credential_name,issuing_body,statute,dollar_threshold,exam,local_overlay,source_urls,confidence,checked_date
Hawaii,gas-fireplace-service,license,"TWO-CLASS + individual-worker regime (CA C-36/D-34 pattern, island edition): the GAS side is C-37 Plumbing — its HAR 16-77 Exhibit A scope expressly includes 'fuel gas piping systems... and the venting for waste water piping systems and FUEL GAS PIPING SYSTEMS' — with the hands-on work performed by licensed journey worker/master PLUMBERS (HRS ch. 448E; HRS § 444-9.5 ties the two chapters: plumbing work on licensed jobs must be done by 448E-licensed workers; Hawaii Plumbing Code = UPC with ch. 12 Fuel Gas Piping); the hearth APPLIANCE boxes live in OTHER named classes — C-25 institutional & commercial equipment ('to install factory built stoves, fireplaces, and prefabricated steel chimneys' — resolves the rights-file pin: C-25, not C-44, is the prefab-hearth home), C-44 sheet metal ('metal flues, and free standing fireplaces and chimneys'), C-4 boiler (chimneys/flues appurtenant to boilers); so a gas-fireplace install = C-25/C-44 sets the box + C-37/448E runs the gas; NO gas-named class and NO LP installer license (LP = NFPA 58 as the county-adopted Hawaii LP Gas Code + Hawaii Gas utility engineering standards; C-37f 'fuel dispensing' covers service-station tanks, not hearth LP) — absence finding, medium; the $1,500 handyman exemption (HRS § 444-2(7)) is VOID where a building permit is required and never covers plumbing/electrical, so real gas work is licensed from $0; A/B general licensees reach it via automatic/specialty rules; chimney masonry = C-31 (+C-31c refractory) — both sides licensed, mismatch NARROW (gas adds the individual 448E layer chimney lacks)","Hawaii Contractors License Board (DCCA PVL), HRS ch. 444 + HAR ch. 16-77; Board of Electricians & Plumbers (HRS ch. 448E) for the worker layer","HRS §§ 444-2(7), 444-9.5, 444-22; HRS ch. 448E (§ 448E-9 unlicensed activity); HAR ch. 16-77 Exhibit A (C-37, C-25, C-44, C-4 scopes)","$1,500 aggregate labor+materials handyman exemption (HRS § 444-2(7)) — void where a permit is required, never for electrical/plumbing, anti-splitting; HB846 (2025) proposal to raise to $2,500 NOT enacted as of Jul 2026","y (2-part Business & Law + trade exam AND 4 years supervisory experience w/ 3 notarized certificates; 448E plumber exams on the worker layer)","y — four county building departments (Honolulu, Hawaii, Maui, Kauai) issue all permits; no state building department for private homes; county amendments may be more restrictive","https://regulations.justia.com/states/hawaii/title-16/chapter-77/subchapter-19/exhibit-a/; https://law.justia.com/codes/hawaii/title-25/chapter-444/section-444-9-5/; https://law.justia.com/codes/hawaii/title-25/chapter-448e/section-448e-9/; https://up.codes/viewer/hawaii/upc-2021/chapter/12/fuel-gas-piping; https://files.hawaii.gov/dcca/pvl/pvl/hrs/hrs_pvl_444.pdf","high (class scopes, exhibit text read in full); medium (LP absence)",2026-07-22
Idaho,stove-install,license,"SOLID FUEL IS INSIDE THE HVAC ACT — the task question ('does the hearth-named scope cover solid fuel or gas only?') resolves SOLID FUEL YES: § 54-5003(3) defines the licensed HVAC contractor as one who installs warm air heating systems 'complete with warm air appliances including, but not limited to, boilers, pool heaters, space heaters, DECORATIVE GAS AND SOLID FUEL-BURNING APPLIANCES', and the LP-only specialty limited heating class EXPRESSLY EXCLUDES 'solid fuel and electric fueled systems' (§ 54-5003(10)) — a wood/pellet stove or insert install is licensed HVAC work (contractor certificate = exam + $2,000 compliance bond; journeyman layer under it); the Specialty Journeyman 'hearth appliances' lane (IDAPA 24.39.70.100.04.a) is NOT fuel-limited in the current rule text and reads on wood/pellet hearth appliances too (its 60-hr education alternative is fuel-gas-code coursework — gas-oriented but not gas-exclusive; board guidance UNVERIFIED); PERMIT NAMED: the statewide HVAC permit fee schedule lists 'free-standing solid-fuel stove' BY NAME (Rule 500.02.a) and DOPL itself issues the permit where no local program exists — the permit trail reaches unincorporated Idaho; CODE: Idaho Mechanical Code (Rule 600) = 2018 IMC + 2018 IFGC + 2018 IRC Parts V-VI, so the listing/manufacturer-instruction rules ride the HVAC permit statewide independent of local building depts (building side: Idaho Residential Code 2020 ed. = 2018 IRC Parts I-III/IX); NFI: voluntary — current 3/28/2023 rule does not name NFI (Pass 1 correction); WOOD-SMOKE OVERLAY: West Silver Valley PM2.5 nonattainment area (Pinehurst/Kellogg/Smelterville/Kingston/Enaville) + Sandpoint Ord. 1258 (EPA-certified stoves REQUIRED in new construction; mandatory curtailment on yellow/red advisories) — device standards and burn bans, no installer credential","Idaho DOPL — HVAC Board (certificates + statewide permits); local building depts (building-side permits); Idaho DEQ (airshed advisories)","Idaho Code §§ 54-5003(3) and (10), 54-5008, 54-5015; IDAPA 24.39.70.100.03-.04, .500.02.a, .600","none ($0 — HVAC certificate + permit from the first appliance)","y (HVAC contractor exam; specialty journeyman exam OR 60-hr fuel-gas education substitute)","y — Sandpoint Ord. 1258 EPA-certified-stove mandate + curtailment; West Silver Valley NAA communities; § 54-5015 preempts local HVAC LICENSING so the overlay is air-quality/permit-side only","https://legislature.idaho.gov/statutesrules/idstat/Title54/T54CH50/SECT54-5003/; https://adminrules.idaho.gov/rules/current/24/243970.pdf; https://www.deq.idaho.gov/air-quality/improving-air-quality/priority-areas/; https://www2.deq.idaho.gov/air/AQIPublic/Ordinance/Index/1","high (statutory capture + permit schedule); medium (specialty-journeyman wood coverage)",2026-07-22
Wyoming,stove-install,none,"NO state credential, NO statewide residential code, NO air-quality overlay — the flattest Pass 2 vacuum in the project: the Pass 1 total-vacuum finding extends to solid fuel (only electricians are state-licensed; no mechanical/HVAC/contractor license exists to capture a stove install at any price); the SFM's 2021 I-codes reach state buildings/schools/no-local-enforcement areas, NOT homes, so the manufacturer-listing rule is law only inside code cities/counties that adopted the IMC/IRC (Cheyenne, Casper, Gillette, Laramie, Cody, Teton Co./Jackson — a wood/pellet stove mechanical permit is a CITY/COUNTY artifact; Teton Co. adds engineered fireplace plans + spark arrestors per Pass 1); rural unincorporated Wyoming: no code, no permit, no credential, no inspection — the TX-pattern absence at Western scale; NO wood-smoke device standards or no-burn regime found statewide (no residential wood-smoke PM2.5 program — the Western axis skips Wyoming); NFI/CSIA: voluntary, referenced nowhere","none statewide; municipal/county building departments in code jurisdictions only","absence verified — no licensing chapter exists to cite (Pass 1 search trail + solid-fuel re-search 2026-07-22); SFM codes = 2021 I-codes for state-scope buildings only","none at any dollar (no credential exists to have a threshold)",n,"y — the ENTIRE regime is local: city/county mechanical permits + municipal contractor licenses (Cheyenne A/B/R, Casper 5 classes, Gillette, Cody, Jackson/Teton)","https://wsfm.wyo.gov/; https://www.cheyennecity.org/; https://up.codes/viewer/wyoming/ifc-2015/chapter/61/liquefied-petroleum-gases","high (absence, multi-source)",2026-07-22
Alaska,stove-install,registration,"Firm-level CBPL contractor registration only (bond + insurance paperwork, NO exam, no solid-fuel category name) — the three-layer gas structure COLLAPSES for wood: layer 3 (certificate of fitness) does not exist for solid fuel (AS 18.62 COFs cover plumbing/gas-fitting/electrical only) and layer 2 (mechanical administrator) is textually gray — AS 08.40.490(3) keys 'mechanical administrator' to work under the IAPMO Uniform codes while Alaska's current mechanical code is the 2021 IMC via 13 AAC 50 (statute/code citation drift), and the residential heating/HVAC category scope (12 AAC 39.332) is written around 'warm air heating systems not exceeding 240,000 B.T.U./hour' + integral fuel piping, so whether a radiant freestanding stove is inside is undefined (DE-family gray, no board guidance found); the <$10,000 exemption (AS 08.18.161(8)) evaporates on any advertising; WESTERN AXIS — THE NATION'S STRONGEST AIR-QUALITY INSTALL REGIME CREATES DIRECT INSTALLER OBLIGATIONS in the FNSB PM2.5 nonattainment area: 18 AAC 50.077 applies to devices 'installed or supplied, sold, leased, distributed, or conveyed for installation' — an installer may lawfully install ONLY ADEC-approved devices (EPA-certified + ADEC-accepted test data), RE-INSTALLATION of removed devices is BANNED, non-compliant devices must be removed and RENDERED INOPERABLE at sale/lease/conveyance (25-yr age + >2.0 g/hr rule; coal heaters + outdoor cordwood hydronic heaters banned outright since 1/8/2020), compliant devices must be REGISTERED with ADEC, and the FNSB change-out program pays only for work by FNSB-LISTED installers (a de facto installer roster); CODE: 2021 IMC ch. 9 (Alaska Mechanical Code, 13 AAC 50) in fire-marshal jurisdiction; residential enforcement lives in deferred cities (Anchorage/Fairbanks/Juneau); rural bush = no permits","AK DCCED CBPL (registration); AK DEC Division of Air Quality (FNSB NAA device approval + registration); FNSB (change-out installer list); deferred-city building departments","AS 08.18.011, 08.18.161(8); AS 08.40.490(3); 12 AAC 39.332; 18 AAC 50.077, 50.079; 13 AAC 50 (2021 IMC)","$10,000 whole-project exemption (AS 08.18.161(8)) — void on any advertising","n (registration is paperwork-only; administrator exam applies only if the gray capture applies)","y — FNSB PM2.5 nonattainment area is the strongest local layer in the project (device approval + removal-at-sale + registration + listed-installer program); Anchorage/Juneau/Fairbanks city mechanical permits","https://dec.alaska.gov/air/anpms/communities/fbks-pm2-5-real-estate/; https://dec.alaska.gov/air/burnwise/standards/; https://dec.alaska.gov/air/anpms/communities/device-registration/; https://law.justia.com/codes/alaska/title-8/chapter-40/article-2/section-08-40-490/; https://www.law.cornell.edu/regulations/alaska/12-AAC-39-332","high (registration + ADEC regime); medium (administrator capture gray)",2026-07-22
New Mexico,stove-install,license,"Licensed from $0 by the universal license-before-contracting rule (§ 60-13-12; handyman = ≤$7,200/YEAR income cap) — but NO CID classification names solid fuel: the full 14.6.6 NMAC classification rule (read in full 2026-07-22) contains no 'solid fuel', 'wood stove', 'pellet' or hearth entry; MM-3 (HVAC) is air-handling/refrigeration scope, MM-4 is hydronic/process piping, and the only chimney-flue-refractory language in the mechanical classes sits inside MM-2 'Natural gas fitting' — a GAS class (Pass 1); GS-16 Masonry (adobe-named) covers masonry fireplace construction; so New Mexico is the FL-pattern universal-capture-without-a-named-class state (P2-I) at a $0 floor — the work is licensed but WHICH classification (GB-98/GB-2 general building vs MM-98 mechanical) a wood-stove install rides is CID permit-desk practice, not rule text (UNVERIFIED); PERMITS: mechanical permit under the 2021 New Mexico Mechanical Code = 2021 UMC (14.9.2 NMAC, eff. 9/10/2022 — the project's FIRST UMC-based solid-fuel install standard) + 2021 IRC on the building side (14.7.3 NMAC, eff. 7/14/2023); CID is the AHJ everywhere except full-service local departments (ABQ, Santa Fe, Las Cruces, Rio Rancho); WOOD-SMOKE: the ABQ-Bernalillo no-burn machinery (20.11.22 NMAC winter no-burn declarations) EXISTS BUT IS DORMANT — the city states no no-burn order has been necessary since December 2006 (task premise deflated: not a live installer-relevant layer); NFI: voluntary, referenced nowhere","NM RLD Construction Industries Division (CID); ABQ-Bernalillo Air Quality Program (dormant no-burn layer)","NMSA §§ 60-13-12, 60-13-3; 14.6.6 NMAC; 14.9.2 NMAC (2021 UMC); 14.7.3 NMAC (2021 IRC); 20.11.22 NMAC","none ($0 — license before contracting; handyman ≤$7,200/yr income cap)","y (qualifying-party trade + business/law exams for whichever classification is used)","y — full-service local building depts (ABQ/Santa Fe/Las Cruces/Rio Rancho) permit/inspect under the same state code; ABQ-Bernalillo no-burn regime dormant since 2006","https://www.srca.nm.gov/parts/title14/14.006.0006.html; https://www.srca.nm.gov/parts/title14/14.009.0002.html; https://www.srca.nm.gov/parts/title14/14.007.0003.html; https://www.cabq.gov/airquality/burn-no-burn","high (universal capture + codes); medium (which classification — practice UNVERIFIED)",2026-07-22
Hawaii,stove-install,license,"Named-class capture, verified against the full Exhibit A: C-25 institutional & commercial equipment — 'to install FACTORY BUILT STOVES, FIREPLACES, AND PREFABRICATED STEEL CHIMNEYS' — and C-44 sheet metal — 'metal flues, and FREE STANDING FIREPLACES AND CHIMNEYS' — reach wood/pellet stove and insert installs ('stoves' and 'free standing fireplaces' are fuel-agnostic scope words; the task question resolves YES, C-25/C-44 capture stove installs); A/B general licensees reach it via automatic/specialty rules; unlike the gas side there is NO individual worker layer for wood (HRS ch. 448E covers plumbers/electricians only) — a wood-stove job is ONE-class work vs gas's two-class + 448E structure; $1,500 aggregate handyman exemption (HRS § 444-2(7)) is VOID where a county building permit is required — county permits apply to solid-fuel appliance installs (four county building departments; practice detail medium); CODE: Hawaii State Building Code = 2018 IBC/IRC base (HRS ch. 107 pt. II); counties must adopt within two years or the state code becomes the INTERIM county code — a listing/manufacturer-instruction rule reaches every county by one route or the other (current per-county editions UNVERIFIED — pin before publish); WOOD-SMOKE: no Hawaii wood-smoke or no-burn regime found (absence — the Western axis stops at the Pacific); NFI: voluntary, referenced nowhere","Hawaii Contractors License Board (DCCA PVL); four county building departments (permits)","HRS §§ 444-2(7), 444-9.5; HAR ch. 16-77 Exhibit A (C-25, C-44 scopes — read in full); HRS ch. 107 pt. II","$1,500 aggregate handyman exemption — void where a permit is required, never anti-splitting","y (2-part Business & Law + trade exam AND 4 yrs supervisory experience)","y — county building departments issue all permits; county code amendments vary","https://regulations.justia.com/states/hawaii/title-16/chapter-77/subchapter-19/exhibit-a/; https://ags.hawaii.gov/wp-content/uploads/2021/09/2018StateBuildingCode_20210817.pdf","high (class scopes read in full); medium (county permit practice + code-edition pins)",2026-07-22
New Mexico,chimney-flashing,license,"GS-21 ROOFING is the class — and the task-brief guess 'GS-2?' is DEBUNKED: GS-2 is 'Awnings and canopies'; GS-21 scope (14.6.6 NMAC, fetched): 'Install, alter or repair roof systems on new or existing roof decks... includes cutting, shaping, fabricating, and installing of sheet metal such as cornices, FLASHING, skylights' incidental to roofing projects — flashing named verbatim, so standalone chimney flashing/leak repair is licensed GS-21 work from $0 (license-before-contracting § 60-13-12; handyman ≤$7,200/yr); OVERLAP: GS-32 'Miscellaneous sheet metal' also names 'flashing... and prefabricated chimneys' at or near roof lines — a chimney shop holding GS-32 has a lawful flashing lane without a roofing class; GB-98/GB-2 general building reaches it too; Pass 4 caveat rides along: no GL requirement and only the $10k code-cure bond stand behind any NM class","NM RLD Construction Industries Division (CID)","NMSA § 60-13-12; 14.6.6 NMAC (GS-2, GS-21, GS-32 scopes fetched)","none ($0; handyman ≤$7,200/yr income cap)","y (qualifying-party trade + business/law exams)",n,"https://www.srca.nm.gov/parts/title14/14.006.0006.html; https://law.justia.com/codes/new-mexico/chapter-60/article-13/section-60-13-12/",high,2026-07-22
Hawaii,chimney-flashing,license,"C-42 Roofing contractor — task question verified YES: Exhibit A scope ends 'To also install ROOF FLASHING in connection with all of the above', and the C-42b wood-shingles subclass includes 'all flashing materials to form a watertight surface' — chimney flashing and roof-leak repair are C-42-scope work; OVERLAP: C-44 sheet metal also names 'flashings' in its fabricate-assemble-install scope, so a C-44 chimney shop has a lawful flashing lane; TRAP: C-55 Waterproofing expressly EXCLUDES 'the work of the C-42 roofing contractor' — never accept C-55 as a flashing credential; $1,500 handyman exemption can cover a small flashing patch ONLY where no county permit is required (minor-repair permit exemptions are county practice — medium); license-as-insurance-proxy strength applies (GL+WC welded to license with auto-forfeiture, Pass 4)","Hawaii Contractors License Board (DCCA PVL)","HRS §§ 444-2(7), 444-9.5; HAR ch. 16-77 Exhibit A (C-42, C-42a-g, C-44, C-55 scopes — read in full)","$1,500 aggregate handyman exemption — void where a permit is required","y (Business & Law + trade exam, 4 yrs supervisory experience)","y — county permit practice decides the minor-repair line","https://regulations.justia.com/states/hawaii/title-16/chapter-77/subchapter-19/exhibit-a/","high",2026-07-22
Missouri,stove-install,none,"No installer credential and no statewide building code — THE CODE ABSENCE IS THE FINDING: Missouri has no statewide residential building/mechanical code of any kind (one of the few large states without one; a 2024 bill to create one died), so the IRC listing/manufacturer-instruction rule is law only where a city/county adopts a code (most-adopted editions run 2015-2018 IRC/IMC; unincorporated/rural MO often has no code and no permits at all — deeper than TX, which at least has a municipal baseline statute); no statewide trade license reaches the work either (electrical is the only statewide trade license, per Pass 1) and the MPSC propane lane is gas-only — a wood/pellet stove or insert install touches no state credential at any price; CITY LAYER: Kansas City (mechanical permits + Compass KC mechanical contractor licensing), St. Louis City/County (mechanical contractor licensing + permits + county indemnifying bond), Springfield (mechanical certifications) — flagged, not exhausted","n/a statewide; city/county building departments","absence verified — no statewide building-code or mechanical/hearth licensing statute exists to cite (RSMo 324.900 et seq. is electrical-only, per Pass 1); local ordinances control",none,n,"y — KC/STL/Springfield mechanical permit + license regimes are the only capture anywhere in the state","https://www.stlpr.org/economy-business/2024-03-01/missouri-doesnt-have-a-statewide-building-code-this-bill-seeks-to-change-that; https://bcapcodes.org/code-status/state/missouri/; https://up.codes/codes/missouri","high (absence)",2026-07-22
Iowa,stove-install,license,"THE PLAINS' STRONGEST STOVE CAPTURE — the Hearth Systems Specialty License reaches SOLID FUEL by its own scope text (task question answered: NOT gas-only): DIAL scope verbatim — 'a sublicense under an HVAC license to perform work in the installation of gas burning and solid fuel appliances that offer a decorative view of the flames, from the connector pipe to the shutoff valve located within 3 feet of the appliance. This sublicense is further allowed to perform work in the venting systems, log lighters, gas log sets, fireplace inserts, and freestanding stoves' — wood/pellet stoves and inserts are named; the capture is statutory because 'HVAC' in Iowa Code § 105.2(7) is bare-word 'heating' with no duct/distribution qualifier (fetched — broader than the OK/NC distribution-scoped definitions), so a solid-fuel heating appliance install is licensed HVAC-discipline work: hearth sublicense OR full HVAC journeyperson/master; NFI certification is the required competency gate (no state exam — NFI-in-law, per Pass 1); firm layer: PMSB Contractor License with master of record + $500k state-verified GL + $5k consumer bond + 91C registration (§ 105.18(2)(d), per Pass 4); 'routine maintenance' carve-out (§ 105.2(17)) covers repair of existing systems in which no changes in original design are made — NOT new installs; homeowner exemption = own homestead-credit residence only (§ 105.11(3)); municipal trade licensing preempted (§ 105.17); permits local — Iowa has NO mandatory statewide residential code (State Building Code applies to state-funded projects + jurisdictions adopting it, Iowa Code 103A.12; building-code rules recodified 661 IAC → 481 IAC eff. 11/26/25 supplement; current-edition pin UNVERIFIED)","Iowa Plumbing and Mechanical Systems Board (DIAL)","Iowa Code §§ 105.2(7), 105.2(17), 105.18(3) (hearth sublicense, per Pass 1), 105.18(2)(d), 105.11(3), 105.17, 105.27 (unlicensed practice); Iowa Code § 103A.12 (code adoption)",none,"y (via mandatory NFI certification — no separate state trade exam)","y — permits/inspections only (city trade licensing preempted by § 105.17); Des Moines/Cedar Rapids permit desks","https://dial.iowa.gov/licenses/building/plumbing-mechanical/plumbing-licensure/hearth; https://www.legis.iowa.gov/docs/code/105.2.pdf; https://www.legis.iowa.gov/docs/iac/chapter/661.301.pdf",high,2026-07-22
Kansas,stove-install,none,"Nothing statewide — no state trade licensing, no contractor board, and NO statewide building code (adoption is purely city/county; unincorporated counties may have no code or permit process at all), so the listing/manufacturer-instruction rule reaches only local-code jurisdictions; the LP Class 8 lane (Fire Marshal, per Pass 1) is propane-only — a wood/pellet stove or insert install touches no state credential at any price; CITY LAYER: Wichita/Sedgwick MABCD mechanical licenses + permits, Johnson County Class DM mechanical license — flagged, not exhausted; NFI FOOTNOTE (new this pass): NFI's own jurisdiction list names LAWRENCE and SALINA, KS as municipalities with NFI-referencing local hearth regulations (ordinance texts unfetched — local overlay confirmation pending)","n/a statewide; city/county building departments","absence verified — no statewide building-code or mechanical/hearth licensing statute exists to cite (rights research + Pass 1)",none,n,"y — Wichita/Sedgwick (MABCD) + Johnson County mechanical regimes; Lawrence + Salina NFI-referencing local rules (per NFI, unconfirmed)","https://www.nficertified.org/industry/; https://bcapcodes.org/code-status/state/kansas/; https://www.jocogov.org/department/building-officials/contractor-licensing","high (absence); medium (Lawrence/Salina detail)",2026-07-22
North Dakota,stove-install,license,"Generic money-gate only — the statewide Contractor License (Class A-D at >$4,000/job, ch. 43-07: no exam, COI on file, WSI standing, per Pass 1/4) is the ONLY credential touching a stove/insert install, and it is trade-blind (the same license covers sweeps, roofers, and gas work); below $4,000 nothing at any level; no mechanical/HVAC/solid-fuel credential exists in the state; CODE: the State Building Code adopts the I-Codes (2021 editions, per Pass 1) but adoption/enforcement is local opt-in — the listing rule is enforced only where cities run permit programs; CITY LAYER: Fargo (Journeyman/Master Fuel Gas + mechanical licenses and permits), Bismarck (HVAC Journeyman/Master + permits) — flagged, not exhausted","ND Secretary of State (FirstStop contractor licensing); local building departments","N.D.C.C. ch. 43-07 (§§ 43-07-02 licensure duty, 43-07-04 application, 43-07-07 classes); State Building Code with opt-in local enforcement (per Pass 1)","$4,000 (whole-project)",n,"y — Fargo/Bismarck mechanical permit + license regimes","https://firststop.sos.nd.gov/search/contractor; https://ndlegis.gov/cencode/t43c07.pdf; https://www.commerce.nd.gov/community-development/community-planning-and-development/building-codes","medium (code-layer detail merged from Pass 1)",2026-07-22
South Dakota,stove-install,none,"Total statewide vacuum — no trade license, no contractor board, no statewide residential code; the only statewide contractor credential is the DOR Contractor's Excise Tax License (a 2% gross-receipts TAX instrument, per Pass 1); the Plumbing Commission's 'Appliance contractor/installer' specialty is a water/gas-side open question (Pass 1) with no solid-fuel reach claimed anywhere; CODE: SDCL 11-10-5 requires any local government that DOES adopt new-construction standards to use the 2021 IBC family (locally amendable), so the listing rule exists only inside adopting cities — Sioux Falls (2021 IRC + mechanical permits), Rapid City (mechanical + gas licenses); rural SD = no code, no permits, no credential at any price","n/a statewide; municipal building departments","absence verified — SDCL ch. 36-25 (plumbing) has no hearth/solid-fuel reach; SDCL 11-10-5 (municipal 2021-edition rule)",none,n,"y — Sioux Falls/Rapid City permit + license regimes are the only capture","https://awc.org/priorities/codes-standards/adoption/south-dakota/; https://www.siouxfalls.gov/files/assets/public/v/1/planning-and-development/building-services/adopted-building-codes/2021-irc-with-strikeouts-commentary.pdf; https://bcapcodes.org/code-status/state/south-dakota/","high (absence)",2026-07-22
Nebraska,stove-install,registration,"Contractor Registration only ($25/yr, no exam — the statute expressly disclaims endorsing quality, per Pass 1; exemption under $5,000/yr earnings) — no trade credential reaches solid fuel; CODE: Nebraska DOES have a state building code (2018 IBC/IRC adopted eff. 7/1/2020) but local jurisdictions may adopt/amend their own codes and enforcement exists only where local building departments operate — rural NE effectively unenforced; CITY LAYER: Omaha (master plumber scope incl. appliances + ACAD board, mechanical permits), Lincoln (mechanical technician/master mechanical contractor + permits) — and NFI's own jurisdiction list names the CITY OF LINCOLN as having an NFI-referencing local hearth regulation (ordinance text unfetched) — flagged, not exhausted","Nebraska DOL Contractor Registration; municipal building departments","Neb. Rev. Stat. §§ 48-2101 to 48-2117 (registration, per Pass 1); state building code statute (§ 71-6403 family — section pin medium)","$5,000/yr earnings (registration exemption)",n,"y — Omaha/Lincoln mechanical regimes; Lincoln NFI-referencing local rule (per NFI, unconfirmed)","https://dol.nebraska.gov/conreg; https://bcapcodes.org/code-status/state/nebraska/; https://www.nficertified.org/industry/",medium,2026-07-22
Oklahoma,stove-install,license,"THE BATCH HEADLINE — Oklahoma has a dedicated hearth license, invisible to Pass 1's gas-piping lens, and it is the DEEPEST NFI-IN-LAW INTEGRATION IN THE NATION: the CIB 'Fueled Hearth Product Work' mechanical license category covers 'the installation, service or repair of biomass-fueled or natural gas-fired fireplace, fireplace insert, stove or log set and associated venting and piping' (OAC 158:50-1-2) — biomass = wood/pellet, so SOLID-FUEL stove and insert installs are licensed mechanical work; the competency gate is NFI ALONE: 'Applicants for a Fueled Hearth Product Work license shall provide proof of having been certified by examination in accordance with NFI in one of the three (3) categories: gas, wood, or pellets' (158:50-9-1(c), fetched); NO work-experience requirement (158:50-5-2(b)(10)(F) — vs NJ's NFI + 5 yrs); licensee locked to their NFI fuel category ((b)(10)(D)-(E)); NFI CE satisfies state CE ((b)(10)(H)); current NFI certification is a condition of renewal ((b)(10)(I)); contractor tier adds business/law exam OR 3-of-6 business-history alternatives + GL/bond/WC ((b)(10)(B); $50k CGL + $5k bond, per Pass 4); CAVEAT: the statutory 'heating systems' definition (59 O.S. § 1850.2(5), fetched) is distribution-scoped ('air heating appliances from which the heated air is distributed' — the NC-family line-drawing), so the solid-fuel capture rests on the CIB rule rather than clean statute text; permits: OKC/Tulsa mechanical desks; 2018 IRC/IMC statewide minimum with 2024 editions eff. 9/14/2026","Oklahoma Construction Industries Board (Mechanical Licensing Act; Committee of Mechanical Examiners)","59 O.S. § 1850.2(5) and (10) (definitions — licensure-duty section not re-pinned, see notes); OAC 158:50-1-2, 158:50-5-2(b)(10), 158:50-9-1(c)",none,"y (the NFI examination IS the required exam — wood/pellet/gas category; contractor tier adds business/law or documented alternatives)","y — OKC/Tulsa city registration at the permit desk (per Pass 1); rural OK often has no permit office","https://www.law.cornell.edu/regulations/oklahoma/OAC-158-50-5-2; https://www.law.cornell.edu/regulations/oklahoma/OAC-158-50-9-1; https://law.justia.com/codes/oklahoma/title-59/section-59-1850-2/; https://www.nficertified.org/industry/","high (rule text fetched in full); medium (statutory anchoring of the solid-fuel capture)",2026-07-22
District of Columbia,stove-install,license,"No solid-fuel trade credential (the exam-tested gasfitter lane is gas-only, per Pass 1) — the capture is the contracting + permit stack: Home Improvement Contractor BBL from $300 (the $25k bond + $50k/$100k/$10k GL stack rides along, per Pass 4; no exam) plus a DOB permit under the 2017 DC Construction Codes (2015 IRC base — DCRC ch. 10 chimneys/fireplaces carries the listing/manufacturer-instruction rules; codes in force since 5/29/2020; next-cycle adoption status UNVERIFIED); trade permits issue only to licensed/bonded master trade professionals and homeowners cannot self-pull them — WHICH master license the DOB desk demands for a solid-fuel appliance (building permit vs mechanical trade permit) is UNVERIFIED; ROWHOUSE/PARTY-WALL ANGLE (task question answered): NO codified shared-flue/party-wall chimney provision found in the DCRC — party-wall chimneys are a construction-stock fact governed by common-law party-wall doctrine + standard IRC ch. 10 rules (absence is the finding); 16 DCMR § 899 excludes licensed plumber/gasfitter work from 'home improvement' (per Pass 1) but a solid-fuel install is not gasfitter work — the HIC BBL applies","DC DLCP (HIC BBL); DC Department of Buildings (permits under the DC Construction Codes)","16 DCMR ch. 8 (HIC — §§ 802/803 instruments, per Pass 1/4); 12 DCMR A-M (2017 DC Construction Codes)","$300 (HIC trigger, per Pass 1)",n,"n — single jurisdiction; DOB is the only permit office","https://dob.dc.gov/page/dc-construction-codes; https://up.codes/viewer/district-of-columbia/irc-2015/chapter/10/chimneys-and-fireplaces; https://dob.dc.gov/page/homeowners-center",medium,2026-07-22
Kansas,chimney-flashing,registration,"THE ONE STATEWIDE CREDENTIAL IN KANSAS — the Kansas Roofing Contractor Registration Act (AG-administered since 7/1/2013): a 'roofing contractor' is anyone who for a fee engages in commercial or residential roofing services or 'offers to engage in or solicits roofing-related services, including construction, installation, renovation, repair, maintenance, alteration and waterproofing' (K.S.A. 50-6,122(a), fetched) — standalone chimney flashing/leak repair is roof repair/waterproofing → registered work at ANY dollar amount (no floor, and soliciting alone triggers it); verification-rich for a registration: COI with GL not less than $500,000 naming the AG's office as certificate holder + WC certificate (or exemption affidavit/self-insurance) + KDOR tax clearance, renewed annually by 7/1 (fee set by AG, statutory cap $500) — CORRECTION: the rights file's '$1M general liability' figure is wrong, the AG requires $500k; violations draw civil penalties up to $10,000 per violation; EXEMPTIONS: employees/day laborers under a registered contractor, demolition/cleanup crews, and the two-path 'exempt general contractor' (roofing <= 50% of total project cost + no door-to-door sales, or an arms-length subcontract to a registered roofer, 50-6,122(e)); a mason REBUILDING a chimney is not doing roofing services but the flashing around its base is — service-menu wording decides","Kansas Attorney General (Licensing & Inspections Unit)","K.S.A. 50-6,121 through 50-6,138 (50-6,122 definitions fetched; insurance/fee detail per AG contractor page)",none,n,"n — statewide registration; cities add permits only","https://law.justia.com/codes/kansas/chapter-50/article-6/section-50-6-122/; https://www.ag.ks.gov/divisions/civil/licensing-inspections/roofing-information-for-contractors; https://www.ag.ks.gov/divisions/civil/licensing-inspections/roofing-registration",high,2026-07-22
